Geneid	Anotacion	Locus	ID	C.1	C.3	C.4	F.1	F.2	F.4	M.1	M.3	M.4	H.1	H.2	H.3
cds6072	TIGR02186 family protein	RPHASCH2410_CH09765	WP_012482587.1	1341	1555	1601	894	1043	948	954	455	662	748	1171	698
cds6073	sulfite exporter TauE/SafE family protein	RPHASCH2410_CH09770	WP_012482588.1	4124	3686	3989	2379	2719	2433	2388	1260	1878	2038	3014	1854
cds6074	hemagglutinin	RPHASCH2410_CH09780	WP_016734852.1	13144	13249	13732	16317	15823	15267	11699	5638	8560	11387	16929	9129
cds6075	glyoxalase	RPHASCH2410_CH09785	WP_016734851.1	906	975	971	587	621	668	497	410	436	538	695	462
cds6076	3-methyladenine DNA glycosylase	RPHASCH2410_CH09790	WP_029531645.1	1880	1905	1947	1294	1378	1367	1237	1160	1053	1095	1400	1135
cds6077	acyl-CoA dehydrogenase	RPHASCH2410_CH09795	WP_016734849.1	32362	34858	36233	52313	58799	55517	44038	51362	43217	36246	44834	45733
cds6078	acetyl-CoA acetyltransferase	RPHASCH2410_CH09800	WP_012482594.1	23475	26427	26499	18952	22515	20336	20621	24660	21952	15777	19688	18726
cds6079	3-hydroxyacyl-CoA dehydrogenase	RPHASCH2410_CH09805	WP_016734848.1	43575	48719	49690	14188	17287	15194	19066	23424	19896	13638	17236	17241
cds6080	hypothetical protein		end_range=32812,.	523	656	644	109	157	95	157	167	152	104	136	102
cds6081	cold-shock protein	RPHASCH2410_CH09810	WP_004675957.1	671	406	433	1925	2280	2164	3407	3040	2405	2017	2444	1825
cds6082	MarR family transcriptional regulator	RPHASCH2410_CH09815	WP_004675956.1	863	814	850	2147	2038	1795	3882	4758	3551	1411	1790	1312
cds6083	GFA family protein	RPHASCH2410_CH09820	WP_010010011.1	1063	1039	1134	2816	2831	2781	13289	35611	22432	2577	3149	3223
cds6084	ketosteroid isomerase	RPHASCH2410_CH09825	WP_012482597.1	2426	2649	2716	1788	1972	1870	6198	22091	13616	1867	2172	2379
cds6085	MFS transporter	RPHASCH2410_CH09830	WP_016734846.1	1836	1857	1915	1951	2013	1941	3384	10474	6988	1571	2083	1553
cds6086	TetR family transcriptional regulator	RPHASCH2410_CH09835	WP_029531644.1	464	538	546	385	450	404	454	697	541	318	408	310
cds6087	histidine kinase	RPHASCH2410_CH09840	WP_016734844.1	5944	5859	6171	2666	2867	2613	2431	1707	2052	2029	2942	1953
cds6088	large conductance mechanosensitive channel protein MscL	RPHASCH2410_RS09625	WP_016734843.1	5731	6367	6259	5516	5530	5319	3827	2617	3356	3889	6204	3144
cds6089	pyridoxal phosphate-dependent aminotransferase	RPHASCH2410_CH09850	WP_016734842.1	1271	1339	1395	3941	4693	4212	3909	1811	3085	2704	4309	2062
cds6090	UDP-glucose 4-epimerase GalE	RPHASCH2410_CH09855	WP_010007992.1	2281	2828	2495	819	1062	941	844	591	662	706	1022	778
cds6091	GGDEF-domain containing protein	RPHASCH2410_CH09860	WP_012482603.1	2244	2265	2363	1275	1454	1247	1122	755	858	1100	1516	1033
cds6092	enoyl-CoA hydratase/isomerase family protein	RPHASCH2410_CH09865	WP_016734841.1	959	1016	1041	880	951	938	828	938	851	675	991	740
cds6093	MBL fold metallo-hydrolase	RPHASCH2410_CH09870	WP_016734839.1	410	342	347	494	523	508	460	313	387	360	516	391
cds6094	ATP-dependent helicase	RPHASCH2410_CH09875	WP_029531643.1	3183	3092	3289	4475	4799	4646	4334	3063	3315	3510	4671	3448
cds6095	hypothetical protein	RPHASCH2410_CH09880	WP_029531642.1	6477	6236	6983	6582	7335	7231	7185	5472	5103	6303	7867	6120
cds6096	BON domain-containing protein	RPHASCH2410_CH09885	WP_012482608.1	559	532	600	262	248	247	300	197	233	207	273	228
cds6097	hypothetical protein	RPHASCH2410_CH09890	WP_010023976.1	3046	3628	3712	1449	1769	1580	1993	1349	1353	1468	1569	1412
cds6098	DUF982 domain-containing protein	RPHASCH2410_CH09895	WP_004673498.1	6699	6772	7673	4932	5300	5312	3454	3208	3120	3395	4838	3502
cds6099	hypothetical protein	RPHASCH2410_CH09900	WP_016734836.1	4478	4332	4784	3483	3474	3717	2695	2583	2424	2742	3728	2665
cds6100	hypothetical protein	RPHASCH2410_CH09910	WP_010022600.1	618	545	627	821	808	846	507	403	472	563	878	514
cds6101	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	RPHASCH2410_CH09915	WP_016734835.1	11251	12828	13087	10844	12348	10826	9566	5742	8256	7529	11473	7330
cds6102	DUF2948 domain-containing protein	RPHASCH2410_CH09920	WP_016734834.1	5535	5836	6029	5154	5847	4952	6193	5674	4916	4448	5247	4292
cds6103	histidinol dehydrogenase	RPHASCH2410_CH09925	WP_016734833.1	10606	11428	11806	7300	8146	6920	9163	9597	8323	6163	7652	7169
cds6104	UPF0262 family protein	RPHASCH2410_CH09930	WP_012482615.1	1987	2027	2187	1039	1238	1068	1392	1539	1330	1015	1251	1256
cds6105	low molecular weight phosphatase family protein	RPHASCH2410_CH09935	WP_029531641.1	3914	3713	3973	5252	5879	5401	6010	3694	4319	5338	7071	4515
cds6106	translation initiation factor IF-1	RPHASCH2410_CH09940	WP_003545338.1	2109	1967	2139	6477	7019	6227	6307	6193	5079	5414	6256	5301
cds6107	Maf-like protein	RPHASCH2410_CH09945	WP_012482617.1	1215	1335	1230	2624	2932	2187	3144	3241	2885	1988	2289	2302
cds6108	DNA gyrase inhibitor YacG	RPHASCH2410_CH09950	WP_016734832.1	372	387	361	404	469	410	455	448	371	356	427	475
cds6109	hypothetical protein	RPHASCH2410_CH09960	WP_012482619.1	1131	1254	1306	428	482	434	344	254	261	328	439	294
cds6110	hypothetical protein	RPHASCH2410_CH09965	WP_016734831.1	1134	1175	1282	215	305	261	249	187	226	212	279	221
cds6111	divalent metal cation transporter	RPHASCH2410_CH09970	WP_016734830.1	1576	1681	1881	387	447	407	479	299	330	427	428	384
cds6112	hypothetical protein	RPHASCH2410_CH09975	WP_016734829.1	1563	1303	1462	566	603	553	650	295	427	583	706	499
cds6113	hypothetical protein	RPHASCH2410_CH09980	WP_080574743.1	73	66	77	111	115	110	60	66	61	69	96	78
cds6114	HlyD family type I secretion periplasmic adaptor subunit	RPHASCH2410_CH09985	WP_016734828.1	110	91	110	128	162	161	133	100	114	112	151	113
cds6115	type I secretion system permease/ATPase	RPHASCH2410_CH09990	WP_016734827.1	371	219	242	349	366	366	315	177	225	278	365	206
cds6116	hypothetical protein	RPHASCH2410_CH09995	WP_012482624.1	184	167	176	213	191	192	171	122	114	154	193	141
cds6117	hypothetical protein	RPHASCH2410_CH10000	WP_016734826.1	262	224	232	268	247	260	213	161	169	174	294	170
cds6118	DNA-binding response regulator	RPHASCH2410_CH10005	WP_029531640.1	576	482	626	727	711	723	347	196	231	502	656	363
cds6119	LysR family transcriptional regulator	RPHASCH2410_CH10010	WP_016734824.1	250	249	252	370	348	354	336	308	310	268	365	264
cds6120	DoxX family membrane protein	RPHASCH2410_CH10015	WP_016734823.1	51	52	40	73	58	61	57	69	60	53	71	47
cds6121	LLM class flavin-dependent oxidoreductase	RPHASCH2410_CH10020	WP_016734821.1	143	148	150	168	160	154	146	202	165	115	190	131
cds6122	hypothetical protein	RPHASCH2410_CH10025	WP_012482630.1	934	924	1015	168	177	163	220	123	164	190	218	144
cds6123	TetR/AcrR family transcriptional regulator	RPHASCH2410_CH10030	WP_016734820.1	426	421	424	503	549	593	528	867	645	439	524	574
cds6124	RidA family protein	RPHASCH2410_CH10035	WP_012482632.1	118	140	154	166	176	158	150	184	160	132	182	154
cds6125	dihydrodipicolinate synthase family protein	RPHASCH2410_CH10040	WP_016734819.1	425	486	438	245	243	205	189	178	159	177	215	205
cds6126	ABC transporter ATP-binding protein	RPHASCH2410_CH10045	WP_016734818.1	349	422	427	149	167	151	154	109	144	159	164	140
cds6127	ABC transporter ATP-binding protein	RPHASCH2410_RS09830	WP_029531639.1	660	697	738	268	322	288	379	226	239	258	372	266
cds6128	dihydrodipicolinate synthase family protein	RPHASCH2410_CH10055	WP_016734816.1	1253	1464	1347	422	475	452	479	464	474	369	518	444
cds6129	ABC transporter permease	RPHASCH2410_CH10060	WP_016734815.1	327	331	339	207	238	247	251	183	202	170	237	200
cds6130	ABC transporter permease	RPHASCH2410_CH10065	WP_016734814.1	698	776	735	400	503	455	499	469	442	393	548	395
cds6131	ABC transporter substrate-binding protein	RPHASCH2410_CH10070	WP_016734813.1	6925	8169	8006	4594	5311	4970	4796	10084	7561	3226	4503	3514
cds6132	FadR family transcriptional regulator	RPHASCH2410_CH10075	WP_016734812.1	2597	2512	2657	2441	2760	2655	2925	4933	3621	1586	2443	1513
cds6133	LacI family transcriptional regulator	RPHASCH2410_CH10080	WP_004674538.1	1312	893	1023	3536	3510	3528	2064	1275	1632	2312	3445	1869
cds6134	hypothetical protein		WP_016734811.1	17	17	15	20	27	20	9	5	6	10	17	16
cds6135	sugar ABC transporter substrate-binding protein	RPHASCH2410_CH10085	WP_012482641.1	7152	7385	7519	38641	39796	39871	19477	11229	17003	21715	35452	17208
cds6136	sugar ABC transporter ATP-binding protein	RPHASCH2410_CH10090	WP_016734810.1	1050	960	1021	16998	18502	17134	9883	5085	7879	9636	14187	8178
cds6137	ABC transporter permease	RPHASCH2410_CH10095	WP_016734809.1	778	891	896	7679	9348	8051	7896	5902	6552	5901	8015	6158
cds6138	polysaccharidase	RPHASCH2410_CH10100	WP_016734808.1	2135	1764	2088	1566	1923	1891	1776	904	1296	1521	2260	1367
cds6139	Ku protein	RPHASCH2410_CH10105	WP_016734807.1	4718	5011	5295	1077	1438	1134	2765	1144	1405	1839	1675	1558
cds6140	DNA ligase D	RPHASCH2410_CH10110	WP_016734806.1	4900	5148	5559	1460	1767	1657	1684	1004	1236	1411	1777	1407
cds6141	Ku protein	RPHASCH2410_CH10115	WP_016734805.1	3195	3343	3586	786	860	831	1046	593	658	800	958	788
cds6142	DUF2188 domain-containing protein	RPHASCH2410_CH10120	WP_010025636.1	2645	2988	3032	442	533	571	949	556	546	660	628	603
cds6143	hypothetical protein	RPHASCH2410_CH10125	WP_016734804.1	1857	1710	2032	463	635	528	1489	681	688	928	749	845
cds6144	OsmC family peroxiredoxin	RPHASCH2410_CH10130	WP_029531636.1	2324	2364	2483	2390	2744	2483	2050	2155	1918	1770	2322	2081
cds6145	hydroxyacylglutathione hydrolase	RPHASCH2410_CH10135	WP_016734802.1	2829	2533	2693	2924	3068	2778	2629	1998	2123	2235	3143	2096
cds6146	EamA/RhaT family transporter	RPHASCH2410_CH10140	WP_016734801.1	1622	1370	1379	871	1116	1050	954	874	864	776	997	913
cds6147	glyoxalase	RPHASCH2410_CH10145	WP_039751317.1	7894	7851	8356	3220	3834	3593	3423	2895	2940	2884	3741	3351
cds6148	hybrid sensor histidine kinase/response regulator	RPHASCH2410_CH10150	WP_016734799.1	8291	8234	8860	3861	4412	4116	3759	3344	3334	3288	4087	3922
cds6149	response regulator	RPHASCH2410_CH10155	WP_004674503.1	5406	5529	5831	2556	2897	2742	2243	2457	2297	2200	2913	2521
cds6150	PAS domain S-box protein	RPHASCH2410_CH10160	WP_029531634.1	10814	9950	10851	8372	10359	9316	9173	7288	7755	7405	9607	8722
cds6151	response regulator	RPHASCH2410_CH10165	WP_010022099.1	17495	12751	14343	16070	18101	16848	15541	11840	12201	12983	16755	13132
cds6152	hypothetical protein		WP_046977092.1	699902	805156	830112	214910	268060	238556	346889	412133	336092	232073	285951	274201
cds6153	helix-turn-helix transcriptional regulator	RPHASCH2410_CH10170	WP_012482655.1	1068	1163	1145	1371	1376	1329	706	526	596	960	1528	799
cds6154	response regulator	RPHASCH2410_CH10175	WP_010022093.1	775	729	791	1279	1154	1126	633	279	435	888	1272	570
cds6155	sensor histidine kinase	RPHASCH2410_CH10180	WP_012482656.1	3552	3442	3653	2153	2281	2241	1852	1150	1594	1852	2620	1557
cds6156	protein translocase subunit SecDF	RPHASCH2410_CH10185	WP_016734797.1	2932	3111	3179	14102	15285	13785	13241	10306	11637	10504	14292	9556
cds6157	hypothetical protein	RPHASCH2410_CH10190	WP_016734796.1	2807	1716	1951	2405	2244	2144	1843	1124	1349	1598	2356	1221
cds6158	Kef family K(+) transporter	RPHASCH2410_CH10195	WP_016734795.1	1517	1623	1726	1320	1463	1304	1260	1254	1205	1073	1382	1132
cds6159	XRE family transcriptional regulator	RPHASCH2410_CH10200	WP_016734794.1	250	197	235	360	470	444	446	408	397	337	459	378
cds6160	hypothetical protein		WP_080956147.1	32	33	42	31	53	41	48	36	30	31	33	39
cds6161	diadenosine tetraphosphate hydrolase		end_range=110551,.	7	8	5	16	11	11	12	16	9	3	16	4
cds6162	glycosyl transferase	RPHASCH2410_CH10205	WP_016734793.1	2624	2324	2524	3199	3682	3366	2522	2283	2393	2137	3039	2209
cds6163	globin-coupled sensor protein	RPHASCH2410_CH10215	WP_046977093.1	3179	2791	3142	2463	2617	2283	1775	1121	1395	1606	2387	1428
cds6164	STAS domain-containing protein	RPHASCH2410_CH10220	WP_010022301.1	1704	1671	2036	924	1041	1107	491	583	521	632	876	751
cds6165	response regulator	RPHASCH2410_CH10225	WP_003570362.1	3785	3610	4210	2375	2539	2513	1258	1142	1161	1526	2178	1583
cds6166	chemotaxis protein CheA	RPHASCH2410_CH10230	WP_016734791.1	15645	15110	16628	17382	18036	16726	11794	7246	9575	11295	16311	10176
cds6167	chemotaxis protein CheW	RPHASCH2410_CH10235	WP_010021829.1	1773	1661	1876	2338	2571	2465	1228	966	1110	1453	2027	1462
cds6168	chemotaxis protein	RPHASCH2410_CH10240	WP_012482666.1	2248	1985	2303	4505	4851	4806	2556	1700	1940	2844	3752	2730
cds6169	chemotaxis response regulator protein-glutamate methylesterase	RPHASCH2410_CH10245	WP_016734790.1	2767	2653	2888	5084	5751	5109	3785	2835	3171	3386	4510	3416
cds6170	response regulator	RPHASCH2410_CH10250	WP_004672258.1	4195	4086	4714	5595	6451	5949	3974	3960	3981	3771	5313	4342
cds6171	chemoreceptor glutamine deamidase CheD	RPHASCH2410_CH10255	WP_012482667.1	3425	3222	3499	4794	5481	4931	3468	2804	3272	3461	5024	3557
cds6172	hypothetical protein	RPHASCH2410_CH10260	WP_012482668.1	1508	1387	1640	2348	2501	2376	1572	1116	1341	1527	2280	1595
cds6173	flagellar M-ring protein FliF	RPHASCH2410_CH10265	WP_016734789.1	7866	7916	8236	5326	5452	4953	3817	2483	2990	3684	5263	3000
cds6174	LuxR family transcriptional regulator	RPHASCH2410_CH10270	WP_016734788.1	20352	19085	21096	30034	32803	31324	19269	15286	15919	21902	28838	22802
cds6175	helix-turn-helix transcriptional regulator	RPHASCH2410_CH10275	WP_016734787.1	19489	20689	22568	22263	24737	23672	16990	11813	14930	15921	22055	17873
cds6176	hypothetical protein	RPHASCH2410_CH10280	WP_016734786.1	4826	4466	4913	3865	4190	4067	3400	1720	2576	2739	4031	2604
cds6177	flagellar biosynthesis protein FlhB	RPHASCH2410_CH10285	WP_029531633.1	1140	931	1003	1430	1531	1499	1068	650	791	1025	1526	879
cds6178	flagellar motor switch protein FliG	RPHASCH2410_CH10290	WP_004672278.1	8386	9035	9774	8186	8523	8260	5954	3195	4557	5990	8537	5358
cds6179	flagellar motor switch protein FliN	RPHASCH2410_CH10295	WP_012482673.1	7145	7331	8025	4705	5185	5147	3099	1949	2551	3407	5064	3172
cds6180	flagellar motor switch protein FliM	RPHASCH2410_CH10300	WP_016734785.1	6905	7449	7690	5270	5694	5640	3662	1998	2722	3840	5527	3370
cds6181	flagellar motor stator protein MotA	RPHASCH2410_CH10305	WP_012482675.1	11758	12301	12956	6762	7455	7228	5262	3113	4040	5066	7675	4299
cds6182	flagellar basal-body rod protein FlgF	RPHASCH2410_CH10310	WP_016734783.1	7878	7595	7676	3861	4094	3867	2496	1261	1938	2680	4488	2131
cds6183	flagellar protein export ATPase FliI	RPHASCH2410_RS10100	WP_016734782.1	3419	3545	3700	3867	4032	3715	2867	1218	1935	2555	3618	2007
cds6184	hypothetical protein	RPHASCH2410_CH10320	WP_016734781.1	1847	1943	2080	1979	2077	1945	1689	921	1213	1411	1946	1341
cds6185	flagellar biosynthesis protein FlgB	RPHASCH2410_RS10110	WP_012482679.1	11875	12293	13224	5103	5403	5441	3274	1594	2612	3904	6669	3107
cds6186	flagellar basal body rod protein FlgC	RPHASCH2410_CH10330	WP_012482680.1	6292	6631	7130	5397	5067	5348	2414	938	1730	3662	5549	2490
cds6187	flagellar hook-basal body complex protein FliE	RPHASCH2410_CH10335	WP_012482681.1	4210	4378	4652	4698	4537	4276	1894	772	1465	2996	4358	2298
cds6188	flagellar basal-body rod protein FlgG	RPHASCH2410_CH10340	WP_010023131.1	11261	12387	12876	14512	15081	14649	8964	4715	7241	9309	13271	8425
cds6189	flagella basal body P-ring formation protein FlgA	RPHASCH2410_CH10345	WP_012482682.1	5172	5751	5623	6070	6683	6421	5155	3045	4259	4166	5913	4329
cds6190	flagellar P-ring protein	RPHASCH2410_CH10350	WP_012482683.1	7224	7603	7814	9067	10153	9435	8114	4931	6411	6745	9505	6751
cds6191	flagellar protein	RPHASCH2410_CH10355	WP_016734780.1	2003	2245	2236	2715	3012	2732	2206	1421	1704	2122	2918	2121
cds6192	flagellar basal body L-ring protein FlgH	RPHASCH2410_CH10360	WP_011424030.1	3101	3296	3445	4961	5447	5231	3802	2365	2839	3700	5115	3700
cds6193	flagellar basal body protein FliL	RPHASCH2410_CH10365	WP_016734779.1	1311	1492	1552	2033	2251	2122	1600	1067	1164	1450	1984	1690
cds6194	flagellar biosynthetic protein FliP	RPHASCH2410_CH10370	WP_004672297.1	1713	1618	1744	2421	2559	2561	1701	1004	1373	1756	2435	1746
cds6195	glycosyl transferase	RPHASCH2410_CH10375	WP_016734778.1	12176	12998	13317	9884	10665	10103	7128	4320	5637	6707	9766	6220
cds6196	hypothetical protein	RPHASCH2410_CH10380	WP_080956148.1	86	54	59	74	90	88	55	42	55	75	82	55
cds6197	flagellin	RPHASCH2410_CH10385	WP_016734777.1	92163	93399	104326	38005	45141	40035	31304	21447	27827	30866	46087	34086
cds6198	flagellin	RPHASCH2410_CH10390	WP_012482689.1	61998	61732	68158	29301	31598	29434	21165	8454	16633	23103	38109	17463
cds6199	flagellin	RPHASCH2410_CH10395	WP_004672304.1	13526	15410	16152	3816	4779	4243	3601	3328	3413	2999	4540	3797
cds6200	flagellin	RPHASCH2410_CH10400	WP_029531632.1	8088	7975	8428	4803	4980	5026	2915	1391	2302	3243	5050	2784
cds6201	hypothetical protein	RPHASCH2410_CH10405	WP_016734776.1	3146	2808	3136	3226	3430	3283	2216	770	1497	2206	3480	1820
cds6202	flagellar motor protein MotB	RPHASCH2410_RS10190	WP_046977094.1	8633	8817	9440	12640	13692	13228	9540	5684	7201	9250	12459	8966
cds6203	chemotaxis protein	RPHASCH2410_CH10415	WP_016734773.1	4331	4320	4566	5534	5952	5711	4714	2770	3510	4194	5932	3978
cds6204	flagellar hook-length control protein FliK	RPHASCH2410_CH10420	WP_016734772.1	8646	9261	9467	9928	10366	9220	8845	3549	5975	7117	10726	5598
cds6205	lytic transglycosylase		WP_016734771.1	2038	1996	2125	1998	2123	2155	1332	743	930	1461	2032	1325
cds6206	DNA-binding response regulator	RPHASCH2410_CH10430	WP_009993745.1	18835	20840	21787	12463	14222	13108	8854	10503	9472	7940	10455	11710
cds6207	flagellar hook protein FlgE	RPHASCH2410_CH10435	WP_016734770.1	41553	47994	47979	25779	28664	25863	17998	13338	16304	18123	26816	18433
cds6208	flagellar hook-associated protein FlgK	RPHASCH2410_CH10440	WP_016734769.1	27240	29633	30965	24610	26579	25570	16659	9978	13183	17287	24802	17008
cds6209	flagellar hook-associated protein FlgL	RPHASCH2410_CH10445	WP_004672316.1	21018	22722	23841	24300	26256	24334	17485	9686	13430	17870	25461	16630
cds6210	flagellin synthesis regulator protein	RPHASCH2410_CH10450	WP_004672317.1	7316	8050	8683	8370	9083	8739	5033	4242	4133	5967	7815	6283
cds6211	flagellum biosynthesis repressor protein FlbT	RPHASCH2410_CH10455	WP_012482697.1	17841	20079	21074	17050	19379	18477	13508	8947	11191	12897	18310	13676
cds6212	flagellar basal body rod modification protein FlgD	RPHASCH2410_CH10460	WP_004672319.1	20796	22817	24074	17725	20366	18597	13659	9777	11158	13420	19354	14111
cds6213	flagellar biosynthetic protein FliQ	RPHASCH2410_CH10465	WP_004672321.1	5444	5131	5632	4026	4406	3902	2775	1570	2314	2890	4475	2662
cds6214	flagellar biosynthesis protein FlhA	RPHASCH2410_CH10470	WP_004672323.1	7064	7235	7565	3519	3795	3573	2801	1957	2299	2600	3564	2392
cds6215	flagellar type III secretion system protein FliR	RPHASCH2410_CH10475	WP_016734768.1	950	933	950	713	760	788	500	304	363	492	765	461
cds6216	hypothetical protein	RPHASCH2410_CH10480	WP_012482700.1	457	433	442	425	482	447	259	123	210	308	444	284
cds6217	hypothetical protein	RPHASCH2410_CH10485	WP_010024787.1	12088	12143	13151	5424	5802	5795	3812	1880	2897	3887	6077	3314
cds6218	hypothetical protein	RPHASCH2410_CH10490	WP_010005921.1	6124	6234	6787	5283	5645	5420	3019	1420	2155	3796	5376	2995
cds6219	hypothetical protein	RPHASCH2410_CH10495	WP_016734767.1	4702	5181	5370	4932	5048	4904	2808	1487	2182	3326	4814	2988
cds6220	glycosyltransferase	RPHASCH2410_CH10500	WP_016734766.1	6839	8112	7696	5148	6026	5761	5392	3505	4136	4647	6152	4945
cds6221	succinoglycan biosynthesis protein ExoP	RPHASCH2410_CH10505	WP_016734765.1	2409	2257	2396	2966	2991	2697	2265	1371	1754	2117	3306	1795
cds6222	bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD	RPHASCH2410_CH10510	WP_016734764.1	1238	1376	1379	2160	2458	2331	1797	2280	2013	1615	2285	1905
cds6223	LacI family transcriptional regulator	RPHASCH2410_CH10515	WP_016734763.1	2621	2441	2558	5974	6292	6059	3900	2518	3048	5041	6957	4704
cds6224	carbohydrate ABC transporter substrate-binding protein	RPHASCH2410_CH10525	WP_016734762.1	28905	34064	33725	39614	43809	40826	29244	22548	26542	31929	46573	31144
cds6225	sugar ABC transporter permease	RPHASCH2410_CH10530	WP_012482707.1	4521	5286	5169	6476	7290	6441	5375	4507	4747	5747	7703	5756
cds6226	carbohydrate ABC transporter permease	RPHASCH2410_CH10535	WP_004672336.1	3801	4071	4172	4359	4898	4640	3976	2930	3247	4120	5247	4431
